3
DOIT	-8.29618
GOGO	-7.30583
ANDI	-6.78685
DELA	-6.69902
ETAL	-4.61065
SQMI	-2.42962
WIIU	-1.44429
SQFT	-1.29682

5
AMERE	-41.9823
ALONE	-41.3145
ATALE	-35.094
ALACK	-34.2673
AKIND	-34.1984
ASORT	-33.9996
AGEOF	-33.8343
ASLEW	-33.5939
APAIR	-33.4618
AMOTH	-32.8019
APOST	-32.117
ASIDE	-31.8758
ANOLD	-31.7172
ADDTO	-31.7069
AVIEW	-31.6995
RANON	-31.6625
HAVEA	-31.0774
ACASE	-31.0223
AFAIR	-30.9141
ANART	-30.911
ANACE	-30.6962
ODETO	-30.5922
ATHIN	-30.5228
APOEM	-30.2671
MAKEA	-30.245
TOSAY	-29.7855
AGOOD	-29.6052
ANACT	-29.6007
GOTTO	-29.5807
ATIME	-29.5406
AVERY	-29.5308
OFALL	-29.4917
ANAIR	-29.369
AVAST	-29.3365
WAYTO	-29.3002
TOPAY	-29.2931
ATALL	-29.2337
ATRUE	-29.1759
TOWIN	-29.1641
ENDOF	-28.7683
ABUST	-28.7493
ALIST	-28.6009
ANOTE	-28.3023
AFINE	-27.9734
ANISO	-27.2274
TOYOU	-26.833
ABILL	-26.1998
AGIRL	-25.7089
TOYSR	-25.5786
AMNOT	-25.4456
ABOMB	-25.3035
ADARK	-24.3309
WEARA	-24.3293
AFARM	-24.3125
ANAIL	-24.2962
ADASH	-24.2944
ASWAN	-24.2907
OUTOF	-24.2851
ARAID	-24.2782
ABULL	-24.2653
ISONE	-24.2615
AWISE	-24.2482
ABUZZ	-24.248
ASTEW	-24.2207
ASHOE	-24.2096
AIMTO	-24.2087
ATRIO	-24.2087
AMOOT	-24.2052
TOWED	-24.1852
SHYOF	-24.1792
ATTHE	-24.1782
TOTIE	-24.1661
ANEND	-24.1605
AWEOF	-24.1456
ADULL	-24.1445
TORUN	-24.1435
ADEEP	-24.1407
ABATH	-24.1348
AMILD	-24.1204
AFREE	-24.1145
INTEL	-24.1089
ASACK	-24.1019
AFLEA	-24.0991
ABANG	-24.0904
APEST	-24.0795
ACURE	-24.0726
AMEAL	-24.0704
ASNAP	-24.0661
ASCAR	-24.0596
ATENT	-24.0456
AROPE	-24.0307
ADAMN	-24.0245
ALEAP	-24.021
ARIOT	-24.014
AFOUL	-24.0129
ACUTE	-24.0039
ASOLO	-24.0007
ASLAP	-23.9959
ALIMP	-23.9909
ASAFE	-23.9713
WOREA	-23.9556
ALOUD	-23.9458
ALONG	-23.9404
ARICH	-23.9355
ALION	-23.8865
AHEAP	-23.8793
AMAID	-23.8779
AHALO	-23.8586
ADIME	-23.8418
ALIEN	-23.8331
TODIE	-23.8061
ANION	-23.7929
EARNA	-23.7873
ANANT	-23.7741
AGUST	-23.7671
AMAZE	-23.7515
TOFIT	-23.7351
ABEAM	-23.7276
ADUCK	-23.726
ASTIR	-23.698
ACLUE	-23.6912
OPTTO	-23.6423
VOWTO	-23.6274
AJOKE	-23.6219
ANEAT	-23.5904
TOTHE	-23.5757
ADENT	-23.5577
ANEAR	-23.5434
AWHIM	-23.5434
AWIDE	-23.527
LEDTO	-23.5012
ANOAK	-23.4977
AHINT	-23.4717
ASLIM	-23.4652
APLEA	-23.4622
ANERA	-23.4419
TOSEE	-23.4091
TOBEG	-23.3962
ALOAF	-23.3637
BYFAR	-23.3478
APTTO	-23.3324
RIDOF	-23.3297
TOASK	-23.2834
AYEAR	-23.2789
ALULL	-23.2362
ALIAR	-23.2281
APINT	-23.1932
ANOWL	-23.1662
ABOON	-23.0916
ANEGG	-23.0863
ALOVE	-23.0796
ACOMA	-23.027
TRYTO	-22.9996
ONPAR	-22.9733
ANEYE	-22.8436
DUETO	-22.5488
YESOR	-22.3504
ANAXE	-22.1158
NOTSO	-21.9796
ANODE	-21.7051
SIDEB	-21.5722
IFALL	-21.5625
WEGET	-21.4181
TBONE	-21.4137
INTHE	-21.4107
MAYBE	-21.2882
HOWTO	-21.2148
UPFOR	-21.156
WEALL	-21.155
FORME	-21.0107
ALLWE	-20.9614
TYPEA	-20.9555
ILEFT	-20.9508
ANDMY	-20.9173
ICALL	-20.8704
SOTOO	-20.805
NOMAN	-20.5685
HAVEI	-20.4833
IFEAR	-20.4123
ICOME	-20.1128
SOYOU	-19.7776
MANIS	-19.7253
RIODE	-19.7033
PARTB	-19.5585
CBSTV	-19.4884
SIDEA	-19.37
GODWE	-19.2717
ASPOT	-19.2704
AKISS	-19.2129
AMOLE	-19.1378
AFIRE	-19.1018
THEUK	-19.0931
DELOS	-19.0718
ATRAP	-19.0609
AHILL	-19.0417
AFLAT	-18.9848
ATRIP	-18.9345
GODIS	-18.9035
ASYOU	-18.8671
AFOOL	-18.8643
AWEEK	-18.862
NBCTV	-18.8544
DIDIT	-18.8265
AHOLE	-18.8264
ISALL	-18.8063
ALIFE	-18.7662
TOLET	-18.6732
IPRAY	-18.5814
HEREI	-18.5762
TVADS	-18.5459
AGIFT	-18.4775
HASNO	-18.1457
WASMY	-18.0892
USAIR	-17.6704
WEDID	-17.5132
LINES	-17.5071
LOWPH	-17.4967
IGIVE	-17.4946
NOTBE	-17.1407
ILEDE	-16.8533
YOUDO	-16.829
AREWE	-16.5836
BOOKI	-15.907
YOUGO	-15.898
ISNOT	-15.8003
IFEEL	-15.7156
HOCHI	-15.55
OFTHE	-15.5178
TYPEB	-15.3798
LETBE	-15.2627
LETIT	-15.197
ALLMY	-14.9807
FEDUP	-14.9576
DARES	-14.5607
GOTIT	-14.5069
BTEAM	-14.3762
WILLI	-14.3616
LIEIN	-14.3197
DIGAT	-14.2535
BATOR	-14.2502
INRIO	-14.2221
EYEON	-14.2191
ORDIE	-14.1895
IEVER	-14.1797
ICAME	-14.1638
WESEE	-14.1389
DAMON	-14.1318
MEOUT	-14.129
DRYUP	-14.1149
ITHAD	-14.0875
SATIN	-14.0868
ONHOW	-14.0675
METUP	-14.0669
BUYUP	-14.0428
ITMAY	-14.02
BYRON	-14.0185
WHODO	-14.0081
NOFEE	-13.9849
BUTNO	-13.9765
ITCAN	-13.9742
ATONE	-13.9651
AIMIS	-13.9248
IWISH	-13.9097
GOSEE	-13.8698
IMUST	-13.8429
SETUP	-13.8338
LIEON	-13.8155
ARENO	-13.8105
ITHAS	-13.77
SETIN	-13.7409
AREMY	-13.7149
IWENT	-13.7065
WAYUP	-13.6846
IFNOT	-13.6327
FINIS	-13.6309
IWILL	-13.5982
ONNBC	-13.5626
PASDE	-13.5562
SUMUP	-13.4905
SPYON	-13.4468
HEWED	-13.4219
ASFAR	-13.4098
PERLA	-13.4076
IREAD	-13.4024
NONET	-13.3908
THATI	-13.3414
CANDO	-13.3194
MADAT	-13.3087
GOFAR	-13.2939
BETON	-13.2813
ITOLD	-13.2753
INMAY	-13.2647
TIEUP	-13.2568
SITON	-13.255
FARAS	-13.2292
THENI	-13.1146
HADNO	-13.0973
ACTAS	-13.0793
PAYTV	-13.0789
DIDSO	-13.0546
ILOOK	-13.0516
ONDVD	-13.0451
SATON	-13.0286
ONDAY	-12.9838
ISNOW	-12.9428
ADDUP	-12.8888
USOUR	-12.8338
ASPER	-12.7154
ILIKE	-12.7091
SEEME	-12.6993
GOTME	-12.6694
ANDSO	-12.6503
JETLI	-12.6468
WHATI	-12.6446
GUYDE	-12.6424
ARCDE	-12.6087
CANBE	-12.6069
SOFAR	-12.5239
WHOIS	-12.5137
PUTUP	-12.3975
JABAT	-12.3487
LAPAZ	-12.2783
TYPER	-12.2605
DEFER	-12.1979
PARTI	-12.1637
ACTII	-12.0666
LEOVI	-11.9722
BFLAT	-11.9316
SEEIF	-11.9137
NOONE	-11.818
HOWDO	-11.758
DIGUP	-11.7407
LETME	-11.6528
TYPEO	-11.6291
ELREY	-11.5481
DUGUP	-11.5355
DELES	-11.4551
EFLAT	-11.3242
LAVIE	-11.2042
MYLAI	-11.0499
ELCID	-10.8092
GETME	-10.7803
PERIL	-10.6874
GETIT	-10.6129
RUEDE	-10.4578
IHATE	-10.3319
AANDE	-10.1858
WECAN	-10.0312
IKNOW	-9.65437
MYDAD	-9.62693
OTTOI	-9.55117
ACTUP	-9.43513
MYWAY	-9.39757
GETUP	-9.30274
BYNOW	-9.2792
SOBIG	-9.2355
RUNUP	-9.23282
LARUE	-9.21468
LAYUP	-9.20758
CUTUP	-9.20219
ONTOP	-9.19776
ISAID	-9.1538
GOTOO	-9.12505
POPUP	-9.11816
SOHOT	-9.10925
SOLOW	-9.09713
SHEIS	-9.07901
ATSEA	-9.07566
FIXIT	-9.03044
LECOQ	-8.98652
SAYIT	-8.95514
NOMDE	-8.94341
ABCTV	-8.90925
BCELL	-8.90182
SITUP	-8.87167
ATPAR	-8.85952
MYSON	-8.83404
IWERE	-8.79745
PUTON	-8.7746
PIUSV	-8.75295
INEED	-8.72936
INAWE	-8.72333
ZZTOP	-8.69555
DONOT	-8.49285
WEARE	-8.32031
ENDUP	-8.26662
GOOFF	-8.23893
HITME	-8.1265
NOWAY	-8.03849
LEROY	-7.99674
GOOUT	-7.87583
DULAC	-7.70633
IMEAN	-7.59355
SUNRA	-7.5927
SOBAD	-7.46247
ILOVE	-7.32747
BSIDE	-7.23157
DOYOU	-7.19697
MYOWN	-6.93679
LITUP	-6.83657
IHOPE	-6.22501
IWANT	-6.19098
LTGEN	-6.0478
CEELO	-5.77407
ASKME	-5.71012
LETGO	-5.44264
RTHON	-5.19606
PERSE	-5.16907
DEORO	-4.56646
TCELL	-4.32826
ADHOC	-3.38611
LTCOL	-2.23622
PANAM	-2.03626
SCIFI	1.22821

6
ASENSE	-19.0984
AGESOF	-18.6861
ASWARM	-18.6848
ALOOSE	-16.8675
WRITOF	-16.3538
PAIROF	-16.2167
WENTTO	-15.9325
IDESOF	-15.112
ABRICK	-14.9858
ABLETO	-14.8594
BOOKOF	-14.8467
APLACE	-14.6734
ATNITE	-14.3245
THEEND	-14.0169
THEEVE	-13.6551
GOESTO	-13.6386
ONECAR	-13.5474
HARRYS	-13.4703
ABROAD	-13.0362
AGRAND	-12.7743
LOTSOF	-12.7039
SENTTO	-12.6778
ANOVEL	-12.2934
CAMETO	-12.2578
ASHARP	-12.0187
APIECE	-11.8906
SORTOF	-11.7004
ANHOUR	-11.6905
ROADTO	-11.5643
THENRA	-11.4266
THEHUB	-10.1974
THEIRS	-9.91067
TOLOVE	-9.87608
SOLONG	-9.65601
ACAMEL	-9.32522
AFRESH	-9.3124
CASEOF	-9.30774
ASTACK	-9.29783
OFARMS	-9.29602
ASCORE	-9.29565
ASSOON	-9.26597
OFNOTE	-9.26543
ABLAZE	-9.26131
BITSOF	-9.25152
AFLARE	-9.20046
ASHAME	-9.19404
TORIDE	-9.18948
SOLDTO	-9.1845
TORENT	-9.18082
ASPELL	-9.16774
TIEDTO	-9.16738
LEADTO	-9.12094
DEARTO	-9.10299
ASTORM	-9.06709
AHEART	-9.06012
TOBEAR	-9.04067
ABLIND	-9.03976
ANOTCH	-9.03862
OWEDTO	-9.02887
OATHOF	-9.01505
HAVETO	-8.99667
SLEWOF	-8.99056
MOVETO	-8.97678
PLANTO	-8.96825
TOFORM	-8.96157
THEWHO	-8.95226
ACTSOF	-8.93509
DOSEOF	-8.92676
EARLOF	-8.91353
KWONDO	-8.89945
FLEETO	-8.87488
ASTEEP	-8.87019
EASTOF	-8.83493
ASTRAY	-8.81757
TIESTO	-8.80835
COMETO	-8.77781
AGHOST	-8.75044
AWOMAN	-8.74193
AMONTH	-8.73215
ATOWEL	-8.72131
APENNY	-8.70417
ATHORN	-8.62942
RISETO	-8.61881
ATRAMP	-8.57147
ANIGHT	-8.56582
TOSOAR	-8.55771
NONEOF	-8.49786
TOWEAR	-8.48354
NEEDTO	-8.46858
EASYTO	-8.46785
ANARCH	-8.46165
LIEDTO	-8.44831
EDGEOF	-8.43482
GLADTO	-8.41981
KINDOF	-8.39537
MUCHOF	-8.38702
TOHOLD	-8.34256
ROSETO	-8.33474
ANOPEN	-8.31451
DARETO	-8.29783
APINCH	-8.25494
MODELA	-8.15312
TOMEET	-8.11711
INLIEU	-8.11379
TOPULL	-8.09673
OPTSTO	-8.05928
ANDFRO	-7.98209
ASWELL	-7.97007
SEEMTO	-7.93417
ANEASY	-7.7926
ANITEM	-7.61496
USEDTO	-7.59397
TENDTO	-7.54164
AKINTO	-7.51622
NOTFOR	-6.76063
TODATE	-6.6904
MYLORD	-6.48964
NOLESS	-6.4888
TINPAN	-6.4558
IAGREE	-6.34657
CRYFOR	-6.23931
ISPOKE	-6.21148
ALEVEL	-6.18488
GOESON	-6.12099
PLAYIT	-6.07559
NEXTUP	-5.94059
SEENAS	-5.87179
ASTORY	-5.79242
DEPAUL	-5.39447
SHALLI	-5.06901
BESTOF	-5.0675
UPWITH	-4.58797
THETOP	-4.2415
SAIDTO	-4.24101
THESKY	-4.22434
THESUN	-4.17334
THEFBI	-4.15675
WHOYOU	-4.14941
AIRARM	-4.04888
TVSETS	-4.03798
TOCOME	-3.98354
BIGDAY	-3.94254
ASMILE	-3.80224
MENARE	-3.79925
ANDCOO	-3.78074
AMINOR	-3.77943
ATOAST	-3.75672
AMAJOR	-3.71765
WANTTO	-3.6568
CANYOU	-3.00596
ANDNOW	-2.94595
ITHINK	-2.93947
ATNOON	-2.89621
HELDON	-2.8881
PARTIV	-2.42888
WHEREI	-2.33385
WETHEN	-2.27526
CLASSA	-2.07779
ALLDAY	-2.0169
HOLDON	-1.77573
BMAJOR	-1.72465
TOPTEN	-1.63258
STMARK	-1.61036
USARMY	-1.58334
MELIKE	-1.19046
COMEON	-1.17154
SOWHAT	-1.16486
PAULII	-1.15598
ONLYIF	-1.15389
ROOMAT	-1.13504
DOESIT	-1.10607
ANDHOW	-1.08034
TVNEWS	-1.0773
DIDNOT	-1.03947
STANNE	-0.800923
TOMTOM	-0.740481
WANTIT	-0.655014
WHATIF	-0.600479
MADEUP	-0.094638
FORYOU	-0.01897
REDSKY	-0.01044
REDOAK	0.244305
FARCRY	0.305804
XPRIZE	0.34808
STLUKE	0.414072
NOTFAR	0.415456
DAYOUT	0.428241
ONEWAY	0.447239
OLDAGE	0.45336
ECLASS	0.487621
ISWEAR	0.5168
FIREON	0.67881
ONSTAR	0.68607
DEWITT	0.696756
ONEEGG	0.701113
MANRAY	0.716294
PHASEI	0.718427
ISOPEN	0.721981
RUNSAT	0.733131
DOWELL	0.738968
HELDIN	0.742718
NOLOSS	0.745525
BMOVIE	0.748027
SEENIN	0.77005
INTHIS	0.779982
LESSSO	0.781841
ATRICE	0.805471
NOHITS	0.80651
RUNFOR	0.811293
LONGAS	0.811787
HADNOT	0.829594
ITCAME	0.829655
BIGTOP	0.843113
ITGOES	0.84394
TEARIT	0.851036
ASMUCH	0.854277
ONFOOT	0.856524
ONSALE	0.857704
INJAIL	0.879204
BIGMAC	0.89555
ARETOO	0.91011
WENTUP	0.911339
NORISK	0.925907
ISDONE	0.940712
WIGAND	0.949594
DRYOUT	0.952581
MAPOUT	0.956266
BACKIN	0.973442
INSYNC	0.990753
GASPER	0.995527
ACTIII	1.02049
SHOWUP	1.02858
SPITON	1.0318
SOONAS	1.03418
NLWEST	1.04011
INROME	1.04477
SEWNON	1.04659
PUTSON	1.07158
GOPAST	1.07255
OLDMEN	1.08592
GETSUP	1.08835
SOGOOD	1.09258
ONEEYE	1.09388
ONEEAR	1.13213
ONELEG	1.1467
INTURN	1.15511
BESAFE	1.15569
SEEHER	1.15865
WHOWON	1.17165
KEENON	1.17848
DAMSON	1.19896
TURNUP	1.20974
SHOTAT	1.20981
STOPAT	1.2153
MADEIT	1.24488
LIESAT	1.25302
SANDOR	1.25885
REDEYE	1.26655
WORKON	1.26966
FAROFF	1.27718
TDBANK	1.28498
OTTOIV	1.29408
GOESUP	1.29458
BEHELD	1.29496
NEWJOB	1.29543
BIGSIX	1.30111
PREYON	1.31407
GOTOUT	1.36431
INBOLD	1.397
ARENOT	1.41806
HUNGON	1.42962
POSEAS	1.43595
BENICE	1.44092
AIMSAT	1.44496
LIFTUP	1.44629
ITEASY	1.45275
RANOFF	1.46568
WECOME	1.47958
MUSTDO	1.49027
RODEUP	1.49234
ILIKED	1.5001
LIKEME	1.51878
CALLUP	1.52199
SOMUCH	1.5381
NOEASY	1.53915
STABAT	1.54394
WALKUP	1.54425
SUPERG	1.55152
STAYAT	1.55972
ATSTUD	1.5678
ONELAP	1.56856
INLATE	1.57725
SITSAT	1.58758
LETOUT	1.59892
GOHOME	1.61409
DOESSO	1.61749
PAYFOR	1.62124
KEPTUP	1.64052
MAYNOT	1.65882
LETOFF	1.66533
BOWOUT	1.66847
RANFOR	1.67145
PUTOFF	1.68717
SUEFOR	1.70337
ANYWAY	1.73462
GONEON	1.74414
REDDOG	1.7516
USNEWS	1.77582
INJUNE	1.78403
SIGNUP	1.79956
DRAWUP	1.82072
ASKFOR	1.82177
NLEAST	1.82841
ADDSUP	1.8407
DAWNON	1.84545
BENTON	1.87834
TOOFEW	1.93068
TORNUP	1.94999
SHOWME	1.95655
DESADE	1.95775
SOTHAT	1.96929
TEARUP	1.99634
LOOKAT	2.02071
LEADUS	2.04752
FILLUP	2.07688
ATCAMP	2.0778
CAMEUP	2.08029
BETSON	2.0825
BEGOOD	2.15657
GOINTO	2.15904
BEGFOR	2.15974
ACTSAS	2.17831
ROSEUP	2.18035
HINTAT	2.18754
IWANNA	2.19376
OPTFOR	2.23679
YOUTRY	2.24593
RANOUT	2.26713
PUTOUT	2.27215
SETSUP	2.28592
YELLAT	2.29509
VIEFOR	2.30407
DIGOUT	2.3106
TOOKUP	2.31359
DELRIO	2.32326
USTOUR	2.37489
TAKEUP	2.38649
GOOGOO	2.39932
IVANIV	2.40036
PAYCUT	2.40166
ALEAST	2.40472
LAROSA	2.43047
INEVER	2.43354
SETOUT	2.43908
WENTON	2.44201
NONEED	2.47134
EMAJOR	2.50293
LEOIII	2.53982
SITSON	2.54936
GODOWN	2.55422
CLASSB	2.61841
BIGBEN	2.62317
YOUSEE	2.65871
LACASA	2.6895
FEEDON	2.69664
SATOUT	2.70242
SEEWHY	2.7447
DECAMP	2.77589
ATDUSK	2.77641
CRYOUT	2.78134
DREWUP	2.80016
FMINOR	2.80079
RACKUP	2.81744
FATJOE	2.905
LAMESA	2.92313
BETHEL	2.94954
CHUCKD	2.95537
TOREUP	2.95978
GOTYOU	3.02154
POPART	3.02657
TOOLOW	3.04487
ONEMAN	3.09958
PROPUP	3.09985
SUCHAS	3.13325
BESEEN	3.19871
DRYAIR	3.23137
SENDME	3.24105
PERDAY	3.28477
RELYON	3.28946
ATODDS	3.31067
SEEHOW	3.34399
PAYOFF	3.36008
LIVETV	3.36928
PTBOAT	3.40907
DELSOL	3.47541
TAKEIT	3.49658
ISHALL	3.52628
HOTDOG	3.53977
MUSTBE	3.55634
LETHIM	3.58175
CHICHI	3.58861
DAGAMA	3.61945
SUMSUP	3.71829
ATRISK	3.72329
ROBROY	3.75561
ENDSUP	3.87351
GETOUT	3.88037
GMINOR	3.93802
GIVEUS	3.9433
KISSME	3.99986
CUPTIE	4.06968
POPSUP	4.11747
BLEWUP	4.21193
EMINOR	4.21755
DELEON	4.22072
STIRUP	4.23464
NONAME	4.29684
TVLAND	4.31451
QRCODE	4.43473
TIMEIS	4.49695
PCGAME	4.53342
DELUXE	4.70601
GIBILL	4.71973
SPEDUP	4.85907
LILJON	4.88097
LATOYA	4.89679
OUROWN	4.94606
SHUTUP	4.96772
GIVEUP	4.99626
GMAJOR	5.03449
IGUESS	5.04417
TELLUS	5.05736
NEWDAY	5.13933
LEBRUN	5.1902
MAKEIT	5.20746
CMINOR	5.23445
OTTOII	5.31513
PIUSVI	5.36969
BIGBOI	5.42269
LIFEIS	5.53835
EKEOUT	5.65211
STPAUL	5.6545
DOGOOD	5.70023
SORARE	5.70127
HEATUP	5.80271
ATEASE	5.81413
BIGBAD	5.84397
HESAID	5.87124
AIRWAR	5.89241
INFACT	5.89664
INLOVE	5.91008
ONEARM	5.94819
KITKAT	5.98555
ELTORO	5.99437
ATHOME	5.99793
IFEVER	6.00773
HANGON	6.02414
PROTEM	6.04786
NORAIN	6.06662
HITMAN	6.08165
BACKUP	6.09671
NEWCAR	6.10591
NATGEO	6.16188
LEROUX	6.17994
WAYOUT	6.20602
REININ	6.24001
BIGSUR	6.24132
LINEUP	6.25092
NEWERA	6.25852
WAKEUP	6.30428
ATDAWN	6.30446
YOUARE	6.36797
IMIGHT	6.3966
ROLLUP	6.44277
BEATUP	6.45627
TVHOST	6.45731
NOFEAR	6.4804
WAHWAH	6.4848
WILLDO	6.50024
OPENUP	6.50819
TAKEME	6.54759
FLYOUT	6.5522
LOWKEY	6.58412
HENRYI	6.58537
JAMESI	6.58655
NOMORE	6.59099
SPOTON	6.61663
SOEASY	6.63041
HOLDUP	6.68379
NOCOST	6.68723
SEEYOU	6.69276
RISEUP	6.70368
ONETON	6.70895
GETOFF	6.7164
ITRIED	6.74502
INJULY	6.75646
MEETUP	6.75857
INVAIN	6.7656
LOCKUP	6.79177
MAYDAY	6.81215
BIGMAN	6.8374
WINDUP	6.87409
GOAWAY	6.87433
TAICHI	6.87474
DESOTO	6.90059
PACKUP	6.9164
TOPROW	6.91829
ICEAGE	6.92377
ICOULD	6.92693
RUNOFF	6.95526
TRYOUT	6.99308
TYCOBB	7.04406
CUTOUT	7.05026
INVIVO	7.06436
ONEDAY	7.06677
TAXLAW	7.13779
LINKUP	7.15038
INSITU	7.15268
ATBATS	7.19234
OLDBOY	7.20943
STEPUP	7.22892
HANGUP	7.22966
HELPME	7.2618
RAMPUP	7.32916
DMINOR	7.3292
NOHOPE	7.33874
LAIDUP	7.34995
MAKEME	7.38188
KEEPUP	7.39648
TAXCUT	7.4339
NOIDEA	7.45234
YOUCAN	7.46394
JARULE	7.46448
ONLOAN	7.47949
TYPEII	7.48758
YEOLDE	7.49789
MODELS	7.50687
TOOBAD	7.51176
SETOFF	7.52815
LAYOFF	7.55191
IHEARD	7.56432
PILEUP	7.58269
TOOOLD	7.58894
ORELSE	7.59671
HOOKUP	7.59812
GAVEUP	7.60231
BYEBYE	7.66384
TIEDUP	7.67488
WARMUP	7.69836
CMAJOR	7.78097
REDHOT	7.78308
HUNGUP	7.79541
MAKEUP	7.82547
STJOHN	7.83818
SITOUT	7.8637
NEWAGE	7.86894
TOOHOT	7.95288
BIGRED	8.02886
MOSDEF	8.09797
TEDEUM	8.098
DUGOUT	8.10765
CALLME	8.16619
MODELT	8.25955
TOOBIG	8.36012
DRYICE	8.41378
OLDMAN	8.45122
SEAICE	8.46122
NOCLUE	8.52251
GOBACK	8.54764
NOTYET	8.5509
SEABED	8.56671
BBCONE	8.57017
BIGHIT	8.61255
TOPHAT	8.6449
CHACHA	8.6466
BLOWUP	8.68505
BADBOY	8.71329
EVENIF	8.7651
WRAPUP	8.8943
HENRYV	8.90269
TELLME	8.9107
PARTII	8.92311
USNAVY	8.97161
ASKWHY	9.00136
LETSGO	9.03
DUPONT	9.03864
CTSCAN	9.06403
TOOFAR	9.06732
XGAMES	9.08595
STMARY	9.21991
HOTAIR	9.31845
USOPEN	9.32696
LOVEME	9.36105
OPTOUT	9.38122
GAYBAR	9.38613
PICKUP	9.4227
ICECAP	9.46016
PEEDEE	9.46115
CUTOFF	9.61342
REDSEA	9.64142
CONMAN	9.75355
POPDUO	9.83191
HIPHOP	10.0763
PAULVI	10.1121
LONNOL	10.1249
WOKEUP	10.145
HOTROD	10.1528
BOWWOW	10.1961
BOWTIE	10.2739
BIGTOE	10.3071
AUPAIR	10.3609
BIGSKY	10.5114
ZIGZAG	10.5211
BADGUY	10.5756
MYDEAR	10.7537
DEJURE	10.8164
PETDOG	10.8779
DENOVO	10.9673
BELAIR	10.9979
OILRIG	11.0057
DELMAR	11.0336
OLDVIC	11.0694
STIVES	11.4219
ALGORE	11.8086
DUMDUM	11.8196
BIGTEN	11.8324
ZSAZSA	11.8972
DELREY	12.0478
REDSOX	12.1848
HOTTUB	12.3348
DENIRO	12.342
PIUSXI	12.6943
MAUMAU	12.7967
PEEWEE	12.8144
ELPASO	13.0629
DEEDEE	13.3202
LEMANS	13.734
ENBANC	14.1354
DANANG	14.4963
KUNGFU	14.7384
DOOWOP	19.0801

7
ABETTER	-15.7098
INREPLY	-15.2256
MEANTTO	-15.1423
ONESIDE	-14.3987
THEREST	-13.8104
ANUMBER	-13.6028
THERAND	-13.432
TIREDOF	-12.9981
WANTSTO	-12.9688
READYTO	-12.949
ASTRING	-12.9081
TOSTART	-12.626
THESAME	-11.7086
TRIPLEA	-11.6623
THEFIRM	-11.4527
AWAREOF	-11.1176
THERITZ	-10.5567
ADDEDTO	-10.528
